GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC03_EST_VC31,HC03_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC03_EST_VC34,HC03_MOE_VC34
1400000US37063002100,37063002100,"Census Tract 21, Durham County, North Carolina",2372,130,30,29,2342,127,39.4,5.5,63.3,47.5,39.1,5.6,31.5,4.8,76.7,45.4,31.0,5.0,2.7,1.7,23.3,45.4,2.5,1.6,17.5,5.4,60.0,51.3,17.0,5.5,99.5,0.8,100.0,56.2,99.4,0.8,84.5,2.9,100.0,56.2,84.3,2.9,13.3,2.5,0.0,56.2,13.5,2.5,0.5,0.7,0.0,56.2,0.6,0.7,0.6,1.1,0.0,56.2,0.6,1.1,0.0,1.5,0.0,56.2,0.0,1.5,0.5,0.8,0.0,56.2,0.5,0.8,0.5,0.8,0.0,56.2,0.6,0.8,0.8,1.1,0.0,56.2,0.9,1.1,84.5,2.9,100.0,56.2,84.3,2.9,105238,18419,49167,76443,107024,20158,2026,140,23,26,2003,140,19.1,5.1,47.8,52.2,18.8,5.1,15.2,5.0,0.0,64.2,15.3,5.1,65.7,5.8,52.2,52.2,65.9,5.8,0.0,(X),(X),(X),(X),(X)
1400000US37063002200,37063002200,"Census Tract 22, Durham County, North Carolina",855,99,72,40,783,107,11.3,5.4,8.3,12.3,11.6,5.8,17.2,5.8,81.9,20.6,11.2,5.8,18.2,6.5,75.0,25.9,13.0,6.2,7.6,4.4,4.2,12.4,7.9,4.8,96.8,3.0,100.0,36.1,96.6,3.3,70.3,6.4,8.3,12.3,76.0,6.9,18.5,5.5,91.7,12.3,11.7,4.7,0.0,4.0,0.0,36.1,0.0,4.4,5.3,3.2,0.0,36.1,5.7,3.5,0.0,4.0,0.0,36.1,0.0,4.4,2.8,2.4,0.0,36.1,3.1,2.5,3.2,3.0,0.0,36.1,3.4,3.3,3.4,3.5,0.0,36.1,3.7,3.7,68.9,6.4,8.3,12.3,74.5,7.0,55809,13045,16667,1682,60313,11213,309,73,59,37,250,71,9.1,7.3,0.0,40.1,11.2,9.0,38.2,12.8,71.2,31.0,30.4,13.8,52.8,14.2,28.8,31.0,58.4,15.1,0.0,(X),(X),(X),(X),(X)
1400000US37063002300,37063002300,"Census Tract 23, Durham County, North Carolina",360,74,150,58,210,71,31.4,11.2,29.3,17.2,32.9,17.8,38.3,13.7,59.3,20.6,23.3,21.2,50.0,13.0,74.0,18.3,32.9,18.6,48.1,13.5,68.7,18.2,33.3,15.7,95.0,6.0,91.3,13.9,97.6,3.5,15.6,9.1,23.3,20.2,10.0,11.3,72.5,12.8,68.0,22.5,75.7,17.8,0.0,9.3,0.0,20.6,0.0,15.3,0.0,9.3,0.0,20.6,0.0,15.3,0.0,9.3,0.0,20.6,0.0,15.3,6.9,10.0,0.0,20.6,11.9,16.5,5.0,6.0,8.7,13.9,2.4,3.5,18.1,11.4,19.3,20.1,17.1,17.4,4.4,5.3,4.0,6.2,4.8,8.1,19837,3802,13750,6818,24141,9171,194,56,99,41,95,64,14.4,14.5,17.2,21.7,11.6,22.2,38.7,15.6,43.4,24.2,33.7,25.2,46.9,17.1,39.4,21.2,54.7,30.3,1.1,(X),(X),(X),(X),(X)
1400000US37063980100,37063980100,"Census Tract 9801, Durham County, North Carolina",32,41,0,12,32,41,0.0,54.4,-,**,0.0,54.4,75.0,53.1,-,**,75.0,53.1,0.0,54.4,-,**,0.0,54.4,0.0,54.4,-,**,0.0,54.4,100.0,54.4,-,**,100.0,54.4,100.0,54.4,-,**,100.0,54.4,0.0,54.4,-,**,0.0,54.4,0.0,54.4,-,**,0.0,54.4,0.0,54.4,-,**,0.0,54.4,0.0,54.4,-,**,0.0,54.4,0.0,54.4,-,**,0.0,54.4,0.0,54.4,-,**,0.0,54.4,0.0,54.4,-,**,0.0,54.4,100.0,54.4,-,**,100.0,54.4,-,**,-,**,-,**,32,41,0,12,32,41,0.0,54.4,-,**,0.0,54.4,75.0,53.1,-,**,75.0,53.1,25.0,53.1,-,**,25.0,53.1,0.0,(X),(X),(X),(X),(X)
1400000US37101040100,37101040100,"Census Tract 401, Johnston County, North Carolina",2569,155,538,157,2031,179,37.7,5.1,24.7,11.5,41.1,5.6,29.7,5.7,44.8,16.4,25.7,5.7,22.6,5.2,75.5,9.0,8.6,3.6,24.9,5.2,44.2,17.8,19.8,4.1,99.6,0.5,99.8,0.6,99.5,0.6,87.4,3.1,77.3,13.8,90.1,3.4,12.2,3.1,22.5,13.7,9.5,3.4,0.0,1.4,0.0,6.3,0.0,1.7,0.0,1.4,0.0,6.3,0.0,1.7,0.0,1.4,0.0,6.3,0.0,1.7,0.0,1.4,0.0,6.3,0.0,1.7,0.4,0.5,0.2,0.6,0.5,0.6,3.2,2.3,1.7,2.8,3.6,2.8,84.2,3.7,75.8,14.0,86.5,4.1,39792,8019,10424,1401,53304,8164,1633,161,318,126,1315,178,16.7,5.8,33.3,19.3,12.6,5.1,28.8,7.3,42.1,26.3,25.6,6.6,54.5,7.5,24.5,20.8,61.7,7.5,0.6,(X),(X),(X),(X),(X)
1400000US37101040201,37101040201,"Census Tract 402.01, Johnston County, North Carolina",2263,167,316,151,1947,197,38.2,8.0,19.9,19.4,41.1,8.2,36.4,7.4,59.2,28.4,32.7,7.7,17.7,6.4,63.3,24.7,10.3,6.2,28.3,7.0,31.6,28.6,27.8,7.3,99.2,1.5,100.0,10.5,99.1,1.7,72.1,5.8,39.2,24.5,77.5,6.7,25.7,5.8,50.6,27.6,21.7,6.5,1.2,2.0,8.9,14.8,0.0,1.8,0.0,1.5,0.0,10.5,0.0,1.8,0.0,1.5,0.0,10.5,0.0,1.8,0.2,2.0,1.3,14.7,0.0,1.8,0.8,1.5,0.0,10.5,0.9,1.7,9.0,5.3,22.5,28.7,6.8,4.3,64.1,6.6,18.0,17.4,71.5,7.7,57794,13821,9571,10871,59488,8077,1670,156,258,152,1412,171,16.2,4.8,0.0,12.7,19.2,5.5,41.7,12.2,68.2,30.4,36.9,12.0,42.0,11.6,31.8,30.4,43.9,11.7,0.8,(X),(X),(X),(X),(X)
1400000US37101040202,37101040202,"Census Tract 402.02, Johnston County, North Carolina",2293,158,297,159,1996,188,41.4,8.5,0.0,11.1,47.5,9.3,39.4,8.5,89.2,13.5,32.0,8.7,11.1,5.2,33.3,24.0,7.8,4.6,30.4,7.7,36.0,28.3,29.6,8.0,99.0,1.2,97.0,5.1,99.3,1.2,90.3,5.2,51.2,29.6,96.1,2.7,8.7,5.2,45.8,29.2,3.2,2.3,0.0,1.5,0.0,11.1,0.0,1.7,0.0,1.5,0.0,11.1,0.0,1.7,0.0,1.5,0.0,11.1,0.0,1.7,0.0,1.5,0.0,11.1,0.0,1.7,1.0,1.2,3.0,5.1,0.7,1.2,8.8,5.5,24.2,25.6,6.5,5.4,82.1,7.1,26.9,20.5,90.3,5.2,45598,13408,35494,8779,49778,12084,1732,185,280,157,1452,215,17.3,8.0,10.7,13.2,18.5,9.4,35.1,10.2,37.9,27.3,34.6,12.0,47.6,10.6,51.4,28.4,46.9,11.8,0.0,(X),(X),(X),(X),(X)
1400000US37101040203,37101040203,"Census Tract 402.03, Johnston County, North Carolina",4741,294,234,136,4507,330,19.3,3.5,13.7,16.6,19.6,3.6,56.8,5.5,79.1,19.9,55.6,5.7,4.2,2.2,17.9,25.4,3.5,1.9,21.5,4.7,38.5,31.3,20.6,4.8,97.0,1.9,92.7,14.2,97.2,1.9,87.3,3.2,67.1,30.9,88.3,3.2,7.6,2.4,25.6,29.1,6.7,2.4,0.0,0.7,0.0,13.9,0.0,0.8,1.2,1.4,0.0,13.9,1.2,1.4,0.0,0.7,0.0,13.9,0.0,0.8,1.0,0.9,0.0,13.9,1.0,1.0,3.0,1.9,7.3,14.2,2.8,1.9,5.9,3.5,33.8,37.9,4.4,2.9,82.4,4.3,33.3,29.8,84.9,4.4,79405,10829,26677,16746,85128,10736,4217,299,234,136,3983,315,15.6,4.6,26.9,25.0,15.0,4.6,27.5,5.4,32.1,26.3,27.2,5.9,56.9,6.0,41.0,36.4,57.8,6.7,0.9,(X),(X),(X),(X),(X)
1400000US37101040301,37101040301,"Census Tract 403.01, Johnston County, North Carolina",1529,167,588,141,941,172,43.0,7.1,33.7,12.2,48.9,10.2,31.7,7.0,50.5,12.2,19.9,7.7,36.3,9.0,67.5,12.5,16.8,9.1,38.7,7.2,48.3,13.4,32.6,8.6,99.2,1.5,100.0,5.8,98.7,2.4,64.0,6.0,45.2,12.2,75.8,8.1,25.8,4.9,38.9,12.0,17.5,6.4,0.3,0.5,0.0,5.8,0.5,0.9,0.0,2.3,0.0,5.8,0.0,3.6,0.0,2.3,0.0,5.8,0.0,3.6,9.1,5.1,15.8,10.7,4.9,5.3,0.8,1.5,0.0,5.8,1.3,2.4,21.1,5.5,27.0,12.8,17.3,7.9,54.5,5.6,38.4,13.7,64.6,8.5,22372,4071,13656,2677,34375,9231,964,134,372,119,592,121,20.4,6.5,31.5,15.2,13.5,8.5,43.4,11.2,59.1,18.1,33.4,13.9,36.2,11.0,9.4,9.9,53.0,13.9,2.7,(X),(X),(X),(X),(X)
1400000US37101040302,37101040302,"Census Tract 403.02, Johnston County, North Carolina",1971,150,488,142,1483,164,34.6,6.3,34.8,12.8,34.5,8.3,30.2,7.2,44.5,16.8,25.5,7.3,32.4,8.4,60.0,15.8,23.3,9.0,31.6,7.1,43.4,16.1,27.7,8.5,96.8,3.5,100.0,6.9,95.8,4.6,60.0,7.0,40.2,16.3,66.6,7.6,29.1,5.1,34.2,16.0,27.4,5.8,0.3,0.6,0.0,6.9,0.4,0.8,0.8,1.2,0.0,6.9,1.1,1.5,0.3,0.4,0.0,6.9,0.3,0.6,6.3,5.3,25.6,19.5,0.0,2.3,3.2,3.5,0.0,6.9,4.2,4.6,23.3,6.5,38.9,18.0,18.2,7.0,45.1,6.1,28.7,16.4,50.4,7.5,27259,7203,15511,3803,37042,7773,1154,184,304,122,850,147,15.3,6.5,22.0,16.6,12.9,6.5,43.2,10.8,63.2,15.0,36.1,12.4,41.4,9.5,14.8,12.4,50.9,11.5,1.0,(X),(X),(X),(X),(X)
1400000US37101040400,37101040400,"Census Tract 404, Johnston County, North Carolina",1741,97,275,87,1466,123,31.0,4.6,10.9,7.0,34.8,5.7,41.6,5.3,59.6,14.6,38.2,6.1,20.8,5.1,65.5,13.7,12.4,5.0,24.5,5.2,42.2,16.2,21.1,5.1,98.5,1.5,92.4,8.7,99.7,0.5,83.6,5.3,61.1,17.6,87.8,5.2,8.9,3.7,14.5,10.3,7.8,4.2,0.0,2.0,0.0,11.9,0.0,2.4,0.4,0.7,0.0,11.9,0.5,0.8,0.0,2.0,0.0,11.9,0.0,2.4,5.6,4.0,16.7,16.2,3.5,3.4,1.5,1.5,7.6,8.7,0.3,0.5,14.2,5.3,23.3,16.5,12.6,5.8,75.5,5.9,57.8,18.1,78.8,6.5,37846,4567,13090,2959,46179,6924,1172,114,186,69,986,113,14.5,5.3,8.1,10.6,15.7,6.0,37.3,7.7,65.1,21.9,32.0,7.5,48.2,7.9,26.9,20.6,52.2,8.1,0.3,(X),(X),(X),(X),(X)
1400000US37101040500,37101040500,"Census Tract 405, Johnston County, North Carolina",2318,159,555,139,1763,174,34.1,4.2,33.2,12.0,34.4,5.2,42.4,5.5,64.9,14.7,35.3,7.6,17.7,5.2,49.4,12.9,7.8,4.4,30.9,6.3,37.1,13.0,28.9,7.5,98.9,1.4,100.0,6.1,98.5,1.8,91.0,2.9,91.7,5.7,90.8,3.6,7.7,2.7,8.3,5.7,7.5,3.0,0.0,1.5,0.0,6.1,0.0,2.0,0.0,1.5,0.0,6.1,0.0,2.0,0.0,1.5,0.0,6.1,0.0,2.0,0.2,0.3,0.0,6.1,0.2,0.3,1.1,1.4,0.0,6.1,1.5,1.8,5.5,3.9,8.5,10.9,4.5,4.1,85.7,4.0,83.2,10.3,86.5,4.7,45472,9351,17248,4610,54341,2190,1890,145,460,136,1430,175,15.4,5.6,32.8,17.3,9.8,3.7,36.2,6.9,39.8,18.0,35.0,8.8,48.4,6.1,27.4,17.0,55.2,8.7,1.1,(X),(X),(X),(X),(X)
1400000US37101040600,37101040600,"Census Tract 406, Johnston County, North Carolina",1127,122,270,106,857,133,50.8,8.6,44.8,23.0,52.7,10.0,36.0,9.5,54.4,19.9,30.2,9.9,21.9,6.9,43.3,19.8,15.2,7.8,39.8,9.9,60.4,18.2,33.3,10.6,100.0,3.1,100.0,12.1,100.0,4.0,70.9,6.7,55.9,19.3,75.6,9.1,24.5,5.5,44.1,19.3,18.3,7.2,0.0,3.1,0.0,12.1,0.0,4.0,0.0,3.1,0.0,12.1,0.0,4.0,0.0,3.1,0.0,12.1,0.0,4.0,4.6,5.6,0.0,12.1,6.1,7.4,0.0,3.1,0.0,12.1,0.0,4.0,11.3,7.9,15.6,19.0,9.9,8.0,64.2,8.7,40.4,19.4,71.8,9.7,36601,5026,28214,20305,37813,9273,872,128,201,100,671,129,18.0,8.4,26.9,24.3,15.4,8.8,39.0,10.3,21.4,18.9,44.3,11.8,43.0,10.1,51.7,26.5,40.4,12.2,0.0,(X),(X),(X),(X),(X)
1400000US37101040700,37101040700,"Census Tract 407, Johnston County, North Carolina",1304,161,300,86,1004,147,44.2,6.2,51.7,15.9,41.9,7.6,25.2,6.0,30.0,13.2,23.7,7.2,23.2,7.1,55.7,15.1,13.5,7.5,39.5,7.5,58.7,13.3,33.8,8.7,98.5,1.7,100.0,11.0,98.1,2.2,61.3,5.2,47.3,15.0,65.4,6.9,34.5,5.9,52.7,15.0,29.1,8.2,0.8,1.1,0.0,11.0,1.1,1.5,0.0,2.6,0.0,11.0,0.0,3.4,0.0,2.6,0.0,11.0,0.0,3.4,1.9,2.2,0.0,11.0,2.5,2.9,1.5,1.7,0.0,11.0,1.9,2.2,5.2,3.9,0.0,11.0,6.8,5.1,58.9,5.9,47.3,15.0,62.4,7.7,37077,4756,12652,2760,41653,5555,725,112,177,67,548,107,21.4,7.9,26.0,15.9,19.9,8.7,29.0,10.6,37.3,18.9,26.3,12.4,49.7,11.3,36.7,19.9,53.8,14.0,1.1,(X),(X),(X),(X),(X)
1400000US37101040800,37101040800,"Census Tract 408, Johnston County, North Carolina",1336,163,341,102,995,153,51.4,8.1,43.7,15.3,54.1,9.8,29.5,7.4,44.0,15.9,24.5,8.1,20.5,5.7,64.2,15.9,5.5,4.4,30.1,9.6,48.1,20.8,23.9,9.7,99.1,1.5,96.5,5.7,100.0,3.5,77.1,6.0,53.4,13.7,85.2,7.4,19.6,5.0,43.1,13.8,11.6,6.3,0.0,2.6,0.0,9.7,0.0,3.5,0.7,1.4,0.0,9.7,1.0,1.9,0.0,2.6,0.0,9.7,0.0,3.5,1.6,2.4,0.0,9.7,2.2,3.2,0.9,1.5,3.5,5.7,0.0,3.5,6.0,4.4,5.3,8.8,6.2,5.3,72.8,6.3,48.1,15.5,81.2,8.0,34750,3283,14099,5107,38917,7337,913,143,248,91,665,130,25.2,10.8,33.1,25.7,22.3,12.3,39.4,11.7,47.6,24.2,36.4,13.8,35.4,9.6,19.4,14.0,41.4,13.1,0.6,(X),(X),(X),(X),(X)
1400000US37101040901,37101040901,"Census Tract 409.01, Johnston County, North Carolina",3403,215,442,107,2961,221,27.5,4.4,23.3,14.8,28.2,5.0,46.2,5.5,76.2,13.4,41.7,5.7,14.5,4.6,59.0,20.0,7.9,3.3,24.3,5.0,38.9,20.6,22.1,5.2,99.7,0.4,100.0,7.6,99.7,0.4,80.7,4.5,51.6,20.3,85.1,4.3,15.4,3.6,35.1,12.2,12.5,4.3,0.2,0.3,0.0,7.6,0.2,0.3,2.1,2.4,12.4,17.8,0.5,0.7,0.0,1.0,0.0,7.6,0.0,1.2,1.3,0.9,0.9,1.5,1.4,1.0,0.3,0.4,0.0,7.6,0.3,0.4,11.8,2.5,5.7,5.0,12.7,3.0,70.3,4.8,46.8,20.6,73.9,4.6,50698,6282,13667,3486,59639,7575,2810,188,375,114,2435,204,17.5,4.0,61.6,14.5,10.7,3.4,29.6,5.7,29.3,13.2,29.7,6.3,52.9,6.5,9.1,6.5,59.6,6.6,0.5,(X),(X),(X),(X),(X)
1400000US37101040902,37101040902,"Census Tract 409.02, Johnston County, North Carolina",2428,143,445,154,1983,182,23.4,6.8,13.0,11.9,25.7,7.8,43.4,7.6,87.0,11.9,33.6,7.6,15.3,6.4,58.4,22.0,5.6,5.4,24.4,6.8,27.6,28.3,23.7,7.5,97.8,2.4,91.7,11.7,99.2,1.3,77.7,7.7,30.6,27.8,88.3,5.9,17.7,8.3,57.3,32.3,8.8,4.6,0.0,1.4,0.0,7.6,0.0,1.7,0.0,1.4,0.0,7.6,0.0,1.7,0.0,1.4,0.0,7.6,0.0,1.7,2.4,3.1,3.8,6.1,2.1,3.5,2.2,2.4,8.3,11.7,0.8,1.3,8.6,4.4,27.6,23.2,4.3,3.9,72.9,6.9,10.8,10.7,86.9,5.9,50198,5825,20505,13426,54648,9049,1906,214,400,162,1506,201,2.0,1.9,0.0,8.4,2.6,2.4,36.7,10.6,37.0,28.5,36.6,10.5,61.3,10.0,63.0,28.5,60.8,10.3,1.3,(X),(X),(X),(X),(X)
1400000US37101041001,37101041001,"Census Tract 410.01, Johnston County, North Carolina",2728,254,393,155,2335,281,23.8,5.6,32.8,18.8,22.3,5.8,42.4,6.8,57.5,19.2,39.9,7.4,19.9,6.6,42.5,21.3,16.1,8.0,26.5,7.4,47.3,23.1,23.0,7.3,98.5,2.1,100.0,8.5,98.2,2.5,54.0,6.8,39.7,21.7,56.4,7.7,39.8,6.7,52.2,22.7,37.8,7.9,1.1,1.7,0.0,8.5,1.3,2.0,0.5,0.7,0.0,8.5,0.6,0.8,0.0,1.3,0.0,8.5,0.0,1.5,3.0,3.3,8.1,8.9,2.2,3.5,1.5,2.1,0.0,8.5,1.8,2.5,12.0,5.7,8.1,8.9,12.6,6.7,47.3,7.4,39.7,21.7,48.6,8.3,42978,4287,25451,11527,44754,6138,1948,246,300,140,1648,253,9.9,4.9,11.7,13.2,9.6,5.6,36.3,8.7,29.3,26.6,37.6,9.4,53.7,8.2,59.0,29.2,52.8,8.7,1.0,(X),(X),(X),(X),(X)
1400000US37101041002,37101041002,"Census Tract 410.02, Johnston County, North Carolina",3091,210,103,83,2988,214,31.3,5.7,21.4,26.8,31.6,5.9,35.2,6.6,78.6,26.8,33.7,6.3,11.4,5.8,27.2,33.5,10.8,6.0,21.0,7.3,25.2,31.3,20.9,7.6,98.9,1.7,100.0,28.1,98.9,1.8,83.0,5.5,66.0,35.1,83.6,5.6,14.2,5.5,11.7,19.4,14.3,5.6,0.6,0.7,0.0,28.1,0.6,0.7,0.0,1.1,0.0,28.1,0.0,1.2,0.0,1.1,0.0,28.1,0.0,1.2,1.1,1.0,22.3,28.7,0.3,0.5,1.1,1.7,0.0,28.1,1.1,1.8,5.2,3.6,22.3,28.7,4.6,3.7,80.0,6.1,66.0,35.1,80.5,6.3,52171,14952,42589,31153,56630,15035,2093,264,91,79,2002,251,14.7,5.6,0.0,30.9,15.3,5.7,22.8,8.0,41.8,44.1,22.0,8.2,62.5,8.5,58.2,44.1,62.7,8.8,1.3,(X),(X),(X),(X),(X)
1400000US37101041101,37101041101,"Census Tract 411.01, Johnston County, North Carolina",2776,152,298,144,2478,216,23.6,4.4,0.0,11.1,26.4,4.6,49.5,6.4,91.6,10.7,44.4,7.2,12.0,4.4,57.0,26.1,6.6,3.7,22.9,5.6,29.9,27.5,22.1,5.2,98.2,2.9,82.9,25.8,100.0,1.4,78.9,5.6,48.3,28.6,82.5,4.9,17.3,5.0,34.6,27.3,15.3,4.8,0.0,1.3,0.0,11.1,0.0,1.4,0.7,1.3,0.0,11.1,0.8,1.5,0.0,1.3,0.0,11.1,0.0,1.4,1.3,2.0,0.0,11.1,1.4,2.3,1.8,2.9,17.1,25.8,0.0,1.4,7.6,3.3,31.5,23.4,4.7,4.0,72.5,6.1,16.8,17.2,79.2,6.4,55097,7216,14500,5288,61915,7847,2206,193,273,143,1933,245,12.4,5.1,18.7,28.7,11.5,5.6,37.2,10.2,81.3,28.7,31.0,10.3,50.4,10.1,0.0,12.0,57.5,10.4,0.0,(X),(X),(X),(X),(X)
1400000US37101041102,37101041102,"Census Tract 411.02, Johnston County, North Carolina",3517,192,238,149,3279,260,20.6,2.9,8.8,11.5,21.4,3.6,45.8,6.0,56.3,32.0,45.1,6.4,6.2,3.9,53.8,30.1,2.7,1.9,14.3,4.6,16.4,16.3,14.2,4.9,98.7,1.7,100.0,13.6,98.6,1.8,82.5,4.4,51.3,26.8,84.7,4.4,11.3,3.1,32.4,24.9,9.8,2.8,3.4,3.6,0.0,13.6,3.7,3.8,0.0,1.0,0.0,13.6,0.0,1.1,0.0,1.0,0.0,13.6,0.0,1.1,1.6,1.9,16.4,24.1,0.5,0.6,1.3,1.7,0.0,13.6,1.4,1.8,7.0,2.9,16.4,24.1,6.3,2.7,78.2,4.4,51.3,26.8,80.1,4.4,70466,8312,26667,12956,72034,6878,2810,218,214,147,2596,268,5.9,2.7,12.6,15.4,5.3,2.7,25.1,6.7,41.6,34.4,23.7,6.8,69.0,6.0,45.8,30.2,71.0,6.5,1.3,(X),(X),(X),(X),(X)
1400000US37101041103,37101041103,"Census Tract 411.03, Johnston County, North Carolina",4258,192,196,121,4062,236,18.4,3.0,28.1,29.0,17.9,2.7,47.2,6.1,84.2,21.9,45.4,6.3,4.1,2.4,29.6,22.1,2.9,2.5,19.4,5.2,30.1,27.0,18.9,5.2,99.5,0.8,100.0,16.3,99.5,0.8,86.1,3.5,67.3,23.6,87.0,3.8,12.6,3.2,32.7,23.6,11.6,3.5,0.0,0.8,0.0,16.3,0.0,0.9,0.0,0.8,0.0,16.3,0.0,0.9,0.0,0.8,0.0,16.3,0.0,0.9,0.8,1.3,0.0,16.3,0.9,1.4,0.5,0.8,0.0,16.3,0.5,0.8,4.1,2.0,0.0,16.3,4.3,2.1,82.8,3.9,67.3,23.6,83.5,4.2,69327,5325,34545,43349,71282,6235,3299,315,165,101,3134,307,9.7,3.1,3.6,7.0,10.0,3.2,24.5,6.0,38.2,28.4,23.8,6.3,65.8,6.1,58.2,28.6,66.2,6.6,1.2,(X),(X),(X),(X),(X)
1400000US37101041201,37101041201,"Census Tract 412.01, Johnston County, North Carolina",1568,125,266,100,1302,138,31.8,6.8,11.3,8.1,35.9,7.9,39.3,7.1,64.3,21.4,34.3,9.2,23.9,7.2,77.1,14.6,13.0,5.1,26.5,8.4,52.3,24.8,21.2,8.2,98.3,2.1,100.0,12.3,98.0,2.5,82.7,5.6,63.9,19.1,86.6,5.7,14.9,5.1,32.0,17.5,11.4,5.0,0.0,2.2,0.0,12.3,0.0,2.6,0.0,2.2,0.0,12.3,0.0,2.6,0.0,2.2,0.0,12.3,0.0,2.6,0.7,1.1,4.1,7.0,0.0,2.6,1.7,2.1,0.0,12.3,2.0,2.5,8.7,4.7,9.4,10.0,8.5,5.6,75.2,5.9,58.6,19.0,78.6,6.5,50333,8938,11538,5505,54091,6068,1122,153,206,80,916,153,15.2,6.1,23.3,21.0,13.4,6.2,31.4,9.5,51.5,24.5,26.9,9.6,53.4,8.9,25.2,18.4,59.7,8.6,1.7,(X),(X),(X),(X),(X)
1400000US37101041202,37101041202,"Census Tract 412.02, Johnston County, North Carolina",1864,155,465,141,1399,193,35.4,7.1,25.4,12.4,38.7,8.2,34.9,6.3,56.1,13.5,27.9,6.9,31.8,7.2,67.3,12.5,20.0,6.4,36.6,7.4,51.6,15.4,31.6,8.3,100.0,1.9,100.0,7.2,100.0,2.5,89.4,4.3,82.4,12.0,91.7,3.4,5.8,2.5,10.1,7.9,4.4,2.2,1.3,2.3,5.4,8.8,0.0,2.5,0.2,0.4,0.0,7.2,0.3,0.5,0.0,1.9,0.0,7.2,0.0,2.5,3.3,2.2,2.2,2.9,3.6,2.9,0.0,1.9,0.0,7.2,0.0,2.5,18.2,6.1,17.6,11.7,18.4,7.9,74.5,7.1,66.9,15.5,77.0,7.9,31151,5020,16439,1875,36577,6895,1242,159,277,112,965,167,17.1,6.1,21.3,15.3,15.9,6.3,34.7,9.7,48.4,20.3,30.8,10.8,48.2,9.0,30.3,21.8,53.4,9.9,0.0,(X),(X),(X),(X),(X)
