foodpantry,address,address2,city,state,zip,phone,county,pantry_lon,pantry_lat,key,code,description,url,parent_station_id,agency_ids,station_id,location_type,stop_id,routes,name,bus_lat,bus_lng,distance_meter,distance_miles
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5358,,,,24,,stop,4050698,"4000083, 4000086, 4003058, 4005298",Holloway St at Bunn Terrace,35.99383,-78.87373,1592.19483743,0.989346463413
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5360,,,,24,,stop,4050706,4000091,Sima Ave at Dorothy Dr,35.9763,-78.88883,1046.80025012,0.650453136142
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5367,,,,24,,stop,4050726,"4000085, 4003034, 4003062",Angier Ave at Clay St,35.9828,-78.87978,834.035233543,0.518246755529
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5397,,,,24,,stop,4050798,"4000088, 4004490",Fayetteville St at Dunbar St,35.97885,-78.89998,1300.53307425,0.808115795449
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5401,,,,24,,stop,4050814,4000091,Sima Ave at Lawson St,35.9748,-78.89114,1238.9138949,0.769827317348
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5404,,,,24,,stop,4050822,"4000085, 4003034, 4003062",E Main St at S Hyde park Ave,35.9854,-78.88207,562.955326248,0.349805091682
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5423,,,,24,,stop,4050862,4000090,W Enterprise St at Roxboro St,35.98357,-78.90338,1380.79802165,0.857990245471
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5476,,,,24,,stop,4051030,4000090,Enterprise St at S Roxboro St,35.98373,-78.90339,1378.72433361,0.856701712261
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5498,,,,24,,stop,4051094,"4000083, 4000086, 4003058, 4005298",Holloway St at Guthrie Ave (outbound),35.99418,-78.87543,1492.35626987,0.927309499463
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5505,,,,24,,stop,4051110,"4000083, 4000086, 4003058, 4005298",Holloway St at Alston Ave,35.99457,-78.8855,1013.45978034,0.629736277194
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5506,,,,24,,stop,4051114,4000091,Lawson St at Durham Tech Library,35.97446,-78.88264,1350.08292064,0.8389047191
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5512,,,,24,,stop,4051138,4000079,Alston Ave at Cecil St (NCCU),35.97227,-78.89456,1596.06600127,0.991751899085
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5532,,,,"12, 24",,stop,4051210,"4000079, 4000116",S Alston and Dupree St,35.97634,-78.89288,1120.20786513,0.696066626775
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5547,,,,24,,stop,4051258,4000091,Sima Ave at Bacon St,35.97767,-78.88435,962.068461036,0.597803112478
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5549,,,,24,,stop,4051262,"4000088, 4004490",Fayetteville St at Linwood Ave,35.9811,-78.89922,1110.46479409,0.690012548055
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5573,,,,24,,stop,4051334,"4000083, 4000086, 4003058, 4005298",Holloway St at Elizabeth St,35.99446,-78.8903,985.941574152,0.612637214107
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5578,,,,24,,stop,4051346,"4000088, 4004490",Fayetteville St at Simmons St,35.98226,-78.89905,1042.8987718,0.648028863879
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5602,,,,24,,stop,4051426,"4000085, 4003034, 4003062",E Main St at S Goley St,35.98611,-78.88461,335.486030018,0.20846187258
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5608,,,,24,,stop,4051446,"4000085, 4003034, 4003062",S Hyde Park Ave at Lyons Club,35.98453,-78.88164,615.031049821,0.382163526552
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5627,,,,24,,stop,4051506,"4000083, 4000086, 4003058, 4005298",Holloway St at Spruce St,35.99437,-78.8801,1211.20850696,0.752611944623
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5647,,,,24,,stop,4051558,"4000085, 4003062",Angier Ave at Bingham St,35.97957,-78.87231,1595.53223359,0.991420230398
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5661,,,,24,,stop,4051602,"4000083, 4000086, 4003058, 4005298",Holloway St at N Driver St,35.99442,-78.87815,1329.91015571,0.826369912954
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5665,,,,24,,stop,4051618,"4000085, 4003034, 4003062",E Main St at Elm St,35.98855,-78.88929,326.003764827,0.202569851509
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5671,,,,24,,stop,4051626,"4000083, 4000086, 4003058, 4005298",Holloway St at Elm St,35.99459,-78.88717,988.989095855,0.614530861008
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5689,,,,24,,stop,4051674,"4000090, 4000091",Roxboro St at Umstead St,35.98252,-78.90316,1386.48154154,0.861521829779
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5701,,,,24,,stop,4051694,"4000088, 4004490",Fayetteville St at Price Ave,35.97997,-78.89975,1214.06929232,0.754389558652
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5733,,,,24,,stop,4051798,4000091,Lawson St at Wabash St (westbound),35.97382,-78.88892,1322.06851601,0.821497331833
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5738,,,,24,,stop,4051810,4000091,Lawson St at Alston Ave (eastbound),35.97546,-78.89418,1256.32457054,0.780645836516
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5741,,,,24,,stop,4051818,"4000085, 4000093",E Main St at Roxboro St,35.99392,-78.89848,1292.17241441,0.802920709364
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5742,,,,24,,stop,4051822,"4000092, 4003066, 4003070",Mangum St at Parrish St,35.99573,-78.90015,1540.92807004,0.957490691862
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5756,,,,24,,stop,4051866,"4000088, 4004490",Lakewood Ave at Senior Apts (Outbound),35.98759,-78.90507,1526.42080635,0.948476273722
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5769,,,,24,,stop,4051902,4000091,Lawson St at Wabash St,35.9739,-78.88948,1316.31847669,0.817924414163
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5773,,,,"12, 24",,stop,4051914,"4000091, 4000116",Lawson St at Durham Tech,35.97443,-78.88058,1433.60860402,0.890805301562
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5780,,,,24,,stop,4051938,4003034,E Main St at Driver St,35.98584,-78.87772,954.171348635,0.592896062134
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5792,,,,"12, 24",,stop,4051966,"4000091, 4000116",Lawson St at Rosewood St (inbound),35.97515,-78.89207,1221.58468907,0.759059421296
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5816,,,,24,,stop,4052034,"4000088, 4004490",Fayetteville St at Dunstan St,35.97904,-78.90006,1294.18630059,0.804172083334
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5819,,,,24,,stop,4052042,"4000085, 4000093, 4003034, 4003062",E Main St at Oldham Towers,35.99194,-78.89509,922.278799987,0.573078901902
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5821,,,,24,,stop,4052050,"4000083, 4000086, 4003058, 4005298",Holloway St at Briggs Ave,35.99377,-78.87362,1596.65823651,0.992119897917
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5851,,,,"12, 24",,stop,4052150,"4000091, 4000116",Lawson St at Ridgeway Ave (in),35.97395,-78.88748,1308.55054833,0.813097635261
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5877,,,,24,,stop,4052234,4000090,S Roxboro St at Umstead St,35.9825,-78.9034,1407.97478396,0.874877144644
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5892,,,,24,,stop,4052274,4000091,Sima Ave at Building 18,35.97729,-78.88738,939.527729993,0.583796916744
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5898,,,,24,,stop,4052298,"4000083, 4000086, 4003058, 4005298",Holloway St at N Driver St,35.99452,-78.87787,1355.37865362,0.842195343199
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5907,,,,24,,stop,4052322,"4000088, 4004490",Fayetteville St at Old Fayetteville,35.98352,-78.89882,979.744845752,0.608786736024
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5917,,,,24,,stop,4052358,"4000085, 4003062",Angier Ave at Briggs Ave,35.98098,-78.87515,1297.47421151,0.806215101537
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5922,,,,24,,stop,4052378,"4000085, 4003034, 4003062",Main St at S Blacknall St,35.98652,-78.886,225.405620253,0.140060907113
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5942,,,,24,,stop,4052438,"4000092, 4003066, 4003070",Roxboro St at Mallard Ave,35.99771,-78.89499,1460.35197653,0.90742290413
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5948,,,,24,,stop,4052462,4000090,Enterprise St at Scout Dr,35.98378,-78.90481,1504.45558325,0.934827682931
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,5988,,,,24,,stop,4052614,"4000092, 4003066, 4003070",Roxboro St at Gray St,35.999,-78.8941,1563.15168535,0.971299840522
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6014,,,,24,,stop,4052702,"4000092, 4003066, 4003070",Roxboro St at Holloway St,35.99632,-78.8962,1374.67850801,0.854187746534
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6016,,,,24,,stop,4052706,4000091,Lawson St at Bacon St,35.97435,-78.88461,1305.21012461,0.811021987031
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6023,,,,24,,stop,4052722,"4000088, 4004490",Fayetteville St at Lawson St (NCCU),35.97701,-78.90061,1472.23595418,0.914807283843
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6039,,,,24,,stop,4052762,"4000085, 4003034, 4003062",Main St at S Goley St,35.98602,-78.88448,346.027738569,0.215012202871
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6052,,,,"12, 24",,stop,4052802,"4000091, 4000116",Lawson St at Ridgeway Ave (eastboun,35.97372,-78.88789,1332.49326646,0.827974987548
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6063,,,,24,,stop,4052842,"4000085, 4003034, 4003062",Main St at Alston Ave,35.98755,-78.88823,202.675162905,0.125936820625
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6085,,,,24,,stop,4052902,"4000085, 4000093, 4003062",Angier Ave at Hosiery Mills,35.98932,-78.892,520.115788104,0.323185770629
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6086,,,,24,,stop,4052906,"4000085, 4003034, 4003062",Main St at S Hyde Park Ave,35.98532,-78.88195,574.380557673,0.356904419
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6088,,,,24,,stop,4052914,"4000085, 4003034, 4003062",Angier Ave at E Main St,35.98956,-78.89188,534.204267038,0.33193996734
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6130,,,,24,,stop,4053010,4000091,Lawson St at Bacon St,35.97411,-78.88518,1319.06440248,0.819630657588
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6171,,,,24,,stop,4053150,4000091,Lawson St at NCCU Track,35.97618,-78.89662,1297.90964575,0.806485668503
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6176,,,,24,,stop,4053166,4003034,E Main St at Driver St,35.98594,-78.87784,943.566393464,0.586306432118
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6177,,,,24,,stop,4053170,4000091,Lawson St at Sima Ave (westbound),35.97455,-78.89092,1262.20264372,0.784298310933
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6182,,,,24,,stop,4053186,4000087,Morgan St at Mangum St,35.99747,-78.89833,1586.38053718,0.985733615753
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6297,,,,24,,stop,4053550,"4000083, 4000086, 4000092, 4003058, 4003066, 4003070, 4005298",Roxboro St at Liberty St,35.99443,-78.89778,1289.9304411,0.801527608277
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6299,,,,24,,stop,4053554,"4000083, 4000086, 4000091, 4000092, 4003034, 4003058, 4003062, 4003066, 4003070, 4005298",Pettigrew St at Mangum St,35.99415,-78.9016,1520.68498824,0.944912192724
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6300,,,,24,,stop,4053558,"4003034, 4003062",Pettigrew St at Roxboro St,35.99205,-78.89887,1183.72639963,0.73553531238
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6307,,,,24,,stop,4053582,"4000085, 4000093",E Main St at Mangum St (outbound),35.99473,-78.90029,1472.25947896,0.914821901498
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6309,,,,24,,stop,4053590,"4000083, 4000086, 4003058, 4005298",N Dillard St at Main St,35.99288,-78.89521,1009.31255733,0.627159305881
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6317,,,,24,,stop,4053622,"4000083, 4000086, 4000091, 4000092, 4003034, 4003058, 4003062, 4003066, 4003070, 4005298",Pettigrew St at Mangum St,35.994,-78.90158,1509.078837,0.937700446768
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6330,,,,24,,stop,4053646,"4000088, 4004490",Lakewood Ave at Fayetteville St,35.98642,-78.89917,983.304355596,0.610998518396
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6345,,,,24,,stop,4053694,4003034,Taylor St at Holton Career Resource Center (In),35.98897,-78.87933,885.429791026,0.550181932361
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6347,,,,24,,stop,4053702,4003034,Taylor St at Holton Career Resource Center (Out),35.9888,-78.87803,986.991650772,0.613289703091
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6382,,,,24,,stop,4053830,"4000085, 4000093",E Main St at Roxboro St,35.99327,-78.89775,1194.66083484,0.742329672313
Asbury Temple United Methodist Church,201 Alston Avenue,,Durham,NC,27701,(919) 688-4578,Durham,-78.8882998,35.9857243,1.0,6383,,,,24,,stop,4053834,4000093,Main St at Golden Belt,35.98959,-78.89104,495.019891761,0.30759186484
